week,week_starting,provider_name,provider_address,city,county,vaccine_type,allocated_doses
Week 9,2021-02-08,Trinity Clinic Mineola,1302 N Pacific St,Mineola,WOOD,Moderna,100
Week 9,2021-02-08,Brookshires Pharmacy 60,Po Box 934,Quitman,WOOD,Moderna,100
Week 9,2021-02-08,County of Yoakum,412 Mustang Ave.,Denver City,YOAKUM,Moderna,200
Week 9,2021-02-08,Graham Regional Medical Center,1301 Montgomery Rd,Graham,YOUNG,Moderna,200
Week 9,2021-02-08,Young County Family Clinic,820 Montgomery Rd Ste 202,Graham,YOUNG,Moderna,200
Week 9,2021-02-08,Lovett-Meredith Rhc/Olney Family Clinic,100 S Avenue M,Olney,YOUNG,Moderna,200
Week 8,2021-02-01,Medical Clinic Of Muleshoe,708 S 1st St,Muleshoe,BAILEY,Pfizer,975
Week 8,2021-02-01,Christus Spohn Health System Beeville,1500 E Houston St,Beeville,BEE,Pfizer,1950
Week 8,2021-02-01,Community Action Health Center,301 S Hillside Dr Ste 5,Beeville,BEE,Pfizer,975
Week 8,2021-02-01,Lhd Bell County Public Health District (Re),820 N 31st Street,Temple,BELL,Pfizer,3900
Week 8,2021-02-01,University Health System - Inpatient,4502 Medical Dr,San Antonio,BEXAR,Pfizer,10725
Week 8,2021-02-01,Wellness 360 (Adult),7703 Floyd Curl Dr,San Antonio,BEXAR,Pfizer,5850
Week 8,2021-02-01,BSW Medical Center Marble Falls,810 Tx-71w,Marble Falls,BURNET,Pfizer,975
Week 8,2021-02-01,Clay County Memorial Hospital,310 W South St,Henrietta,CLAY,Pfizer,975
Week 8,2021-02-01,Allen Fire Department,310 Century Pkwy,Allen,COLLIN,Pfizer,7800
Week 8,2021-02-01,City Of Mckinney Fire Department,2200 Taylor Burk Dr,McKinney,COLLIN,Pfizer,7800
Week 8,2021-02-01,Collin County Healthcare Services,825 N Mcdonald St Ste 145,McKinney,COLLIN,Pfizer,9750
Week 8,2021-02-01,Baylor Scott & White Medical Center - Plano,4700 Alliance Blvd,Plano,COLLIN,Pfizer,9750
Week 8,2021-02-01,Coryell Health Medical Clinic,1507 W Main St,Gatesville,CORYELL,Pfizer,975
Week 8,2021-02-01,Coon Memorial Hospital,1411 Denver Ave,Dalhart,DALLAM,Pfizer,975
Week 8,2021-02-01,Baylor University Med Cntr Dallas,3500 Gaston Ave,Dallas,DALLAS,Pfizer,4875
Week 8,2021-02-01,City Of Dallas,650 S Griffin Street,Dallas,DALLAS,Pfizer,4875
Week 8,2021-02-01,Parkland Hospital,5200 Harry Hines Blvd,Dallas,DALLAS,Pfizer,11700
Week 8,2021-02-01,UT Southwestern Medical Center,5323 Harry Hines Blvd,Dallas,DALLAS,Pfizer,11700
Week 8,2021-02-01,LHD Denton County Public Health (RE),535 S. Loop 288,Denton,DENTON,Pfizer,20475
Week 8,2021-02-01,Dimmit Regional Hospital,704 Hospital Dr,Carrizo Springs,DIMMIT,Pfizer,975
Week 8,2021-02-01,Medical Center Hospital,400 W 4th,Odessa,ECTOR,Pfizer,3900
Week 8,2021-02-01,University Medical Center of El Paso,4815 Alameda Ave,El Paso,EL PASO,Pfizer,8775
Week 8,2021-02-01,Falls Community Hospital & Clinic,322 Coleman St,Marlin,FALLS,Pfizer,975
Week 8,2021-02-01,Tmc Bonham Hospital,504 Lipscomb St,Bonham,FANNIN,Pfizer,975
Week 8,2021-02-01,LHD FORT BEND COUNTY HEALTH DEPARTMENT (HHS) (RE),4520 Reading Rd,Rosenberg,FORT BEND,Pfizer,9750
Week 8,2021-02-01,University Of Texas Medical Branch Hospital,301 University Blvd,Galveston,GALVESTON,Pfizer,4875
Week 8,2021-02-01,CHRISTUS Good Shepherd Medical Center Longview,700 E Marshall Ave,Longview,GREGG,Pfizer,2925
Week 8,2021-02-01,Chi St Lukes Health,6720 Bertner Ave,Houston,HARRIS,Pfizer,1950
Week 8,2021-02-01,Houston Methodist Hospital,6565 Fannin St,Houston,HARRIS,Pfizer,13650
Week 8,2021-02-01,Memorial Hermann Memorial City Medical Center,921 Gessner Rd,Houston,HARRIS,Pfizer,4875
Week 8,2021-02-01,School Of Nursing - Main Building,1851 Crosspoint Ave.,Houston,HARRIS,Pfizer,3900
Week 8,2021-02-01,Lhd Hays County Health Department (Re),401 Broadway St Ste A,San Marcos,HAYS,Pfizer,1950
Week 8,2021-02-01,Doctors Hospital at Renaissance,5501 South McColl Road,Edinburg,HIDALGO,Pfizer,6825
Week 8,2021-02-01,Ut Health Rgv Employee Health Edinburg,1210 W Schunior St,Edinburg,HIDALGO,Pfizer,975
Week 8,2021-02-01,UTHEALTH RGV Family Health,2810 W. Expressway 83,Mercedes,HIDALGO,Pfizer,975
Week 8,2021-02-01,Jefferson County Immunization Clinic,7933 Viterbo Rd Ste 100,Beaumont,JEFFERSON,Pfizer,1950
Week 8,2021-02-01,Christus Spohn Health System Alice,2500 E Main St,Alice,JIM WELLS,Pfizer,975
Week 8,2021-02-01,Christus Spohn Health System Kleberg,1311 General Cavazos Blvd,Kingsville,KLEBERG,Pfizer,975
Week 8,2021-02-01,La Salle County Regional Health Authority,247 Mars Drive,Cotulla,LA SALLE,Pfizer,975
Week 8,2021-02-01,"Emergency Hospital Systems, LLC",300 E Crockett,Cleveland,LIBERTY,Pfizer,975
Week 8,2021-02-01,Providence Health - Providence Health Center,6901 Medical Pkwy,Waco,MCLENNAN,Pfizer,1950
Week 8,2021-02-01,Midland Memorial Hospital,400 Rosalind Redfern Grover Pkwy,Midland,MIDLAND,Pfizer,4875
Week 8,2021-02-01,CHI ST LUKES HEALTH WOODLANDS HOSP,17200 ST LUKES WAY,Conroe,MONTGOMERY,Pfizer,3900
Week 8,2021-02-01,Driscoll Health System,3533 S. Alameda,Corpus Christi,NUECES,Pfizer,975
Week 8,2021-02-01,Parker County Hospital District,1130 Pecan Dr,Weatherford,PARKER,Pfizer,1950
Week 8,2021-02-01,Pecos Valley Rural Health Clinic,2335 S Pigman St,Pecos,REEVES,Pfizer,975
Week 8,2021-02-01,Lhd Nethealth (Re),815 N Broadway Ave,Tyler,SMITH,Pfizer,1950
Week 8,2021-02-01,UT Health Science Center Tyler,11937 Us Highway 271,Tyler,SMITH,Pfizer,1950
Week 8,2021-02-01,Texas Health Medical Support,1100 Bridgewood,Fort Worth,TARRANT,Pfizer,9750
Week 8,2021-02-01,Hendrick Medical Center,1900 Pine St,Abilene,TAYLOR,Pfizer,2925
Week 8,2021-02-01,Shannon Pharmacy,119 E. Beauregard Ave,San Angelo,TOM GREEN,Pfizer,1950
Week 8,2021-02-01,Ut Health Austin (Dell Medical School),1601 Trinity Avenue,Austin,TRAVIS,Pfizer,1950
Week 8,2021-02-01,Uvalde Memorial Hospital,1025 Garner Field Rd.,Uvalde,UVALDE,Pfizer,975
Week 8,2021-02-01,Frisco Fire Department,8601 Gary Burns Dr.,Frisco,COLLIN,Pfizer,7800
Week 8,2021-02-01,Methodist Rehabilitation Hospital,3020 W Wheatland Rd,Dallas,DALLAS,Pfizer,1950
Week 8,2021-02-01,The University of Texas at El Paso,500 W. University Ave,El Paso,EL PASO,Pfizer,975
Week 8,2021-02-01,Houston Methodist Sugar Land Hospital,16655 Southwest Freeway,Sugar Land,FORT BEND,Pfizer,10725
Week 8,2021-02-01,Memorial Hermann Sugar Land,17500 W Grand Pkwy S,Sugar Land,FORT BEND,Pfizer,10725
Week 8,2021-02-01,Kellum Family Medicine,3401 Fm 3009,Schertz,GUADALUPE,Pfizer,975
Week 8,2021-02-01,Baylor College Of Medicine,1 Baylor Plz Stop Bcm-667 Houston,Houston,HARRIS,Pfizer,3900
Week 8,2021-02-01,Ben Taub General Hospital,1504 Taub Loop Houston,Houston,HARRIS,Pfizer,3900
Week 8,2021-02-01,Lbj Hospital - Harris County Hospital District,5656 Kelley St Houston,Houston,HARRIS,Pfizer,1950
Week 8,2021-02-01,St Hope Foundation,255 Northpoint Dr Ste 200 Houston,Houston,HARRIS,Pfizer,975
Week 8,2021-02-01,UT MD Anderson Cancer Center,1515 Holcombe Blvd Houston,Houston,HARRIS,Pfizer,1950
Week 8,2021-02-01,Houston Methodist The Woodlands Hsptl,17201 Interstate 45 S,Conroe,MONTGOMERY,Pfizer,4875
Week 8,2021-02-01,Texas Children's Hospital Woodlands,17600 Interstate 45 S,Conroe,MONTGOMERY,Pfizer,975
Week 8,2021-02-01,Memorial Hermann The Woodlands Hospital,9250 Pinecroft Drive,Spring,MONTGOMERY,Pfizer,5850
Week 8,2021-02-01,Pantex Occupational Health Services,Hwy 60 & FM 2373,Amarillo,POTTER,Pfizer,975
Week 8,2021-02-01,The Health Center Of Helping Hands,401 W Rusk St Ste 100,Rockwall,ROCKWALL,Pfizer,975
Week 8,2021-02-01,Cogdell Family Clinic,1700 Cogdell Blvd,Snyder,SCURRY,Pfizer,975
Week 8,2021-02-01,Jps Hospital,1500 South Main St,Fort Worth,TARRANT,Pfizer,1950
Week 8,2021-02-01,LHD Wichita Falls-Wichita CO PH Dist (RE),1700 3rd Street,Wichita Falls,WICHITA,Pfizer,1950
Week 8,2021-02-01,A+ Life Style Medical Group,815 Hwy 71 W,Bastrop,BASTROP,Moderna,1000
Week 8,2021-02-01,Samhd Main Immunizations Clinic,210 N Mel Waiters Way,San Antonio,BEXAR,Moderna,10000
Week 8,2021-02-01,Chi St Joseph Health College Station Hospital,1604 Rock Prairie Rd,College Station,BRAZOS,Moderna,5000
Week 8,2021-02-01,Ccdhhs San Benito Nursing Office,1390 W Expressway 83,San Benito,CAMERON,Moderna,6000
Week 8,2021-02-01,CHAMBERS COUNTY HEALTH DEPT ANAHUAC,102 AIRPORT RD,Anahuac,CHAMBERS,Moderna,1200
Week 8,2021-02-01,LHD Dallas County Health And Human Services (Re),2377 N Stemmons Fwy,Dallas,DALLAS,Moderna,9000
Week 8,2021-02-01,Lhd Garland (City Of) Health Dept (Re),206 Carver Dr,Garland,DALLAS,Moderna,1000
Week 8,2021-02-01,LHD Denton County Public Health (RE),535 S. Loop 288,Denton,DENTON,Moderna,12000
Week 8,2021-02-01,City of El Paso Fire Department,301 George Perry,El Paso,EL PASO,Moderna,5000
Week 8,2021-02-01,LHD Galveston County Health District (RE),9850 B Emmett F Lowry EXpy,Texas City,GALVESTON,Moderna,1000
Week 8,2021-02-01,Hill Country Memorial Hospital,1020 S State Highway 16,Fredericksburg,GILLESPIE,Moderna,1200
Week 8,2021-02-01,HCPH Main Office,2223 West Loop South,Houston,HARRIS,Moderna,9000
Week 8,2021-02-01,Houston Health Department Immunization Bureau,8000 N Stadium Dr,Houston,HARRIS,Moderna,9000
Week 8,2021-02-01,Lhd Hidalgo County Health Department (Re),1304 S 25th Ave,Edinburg,HIDALGO,Moderna,5000
Week 8,2021-02-01,Lhd Jasper-Newton Co Phealth Dist (Re),139 W Lamar St,Jasper,JASPER,Moderna,1600
Week 8,2021-02-01,Kleberg County Sheriff's Office,1500 East King,Kingsville,KLEBERG,Moderna,1000
Week 8,2021-02-01,Lhd Lubbock City Health Dept (Re),806 18th St,Lubbock,LUBBOCK,Moderna,8000
Week 8,2021-02-01,Eagle Pass Fire Department,2558 El Indio Hwy,Eagle Pass,MAVERICK,Moderna,1200
Week 8,2021-02-01,Lhd Waco-Mclennan Co Phealth Dist (Re),225 W Waco Dr,Waco,MCLENNAN,Moderna,1500
Week 8,2021-02-01,Lone Star Family Health Center,605 S. Conroe Medical Dr,Conroe,MONTGOMERY,Moderna,2000
Week 8,2021-02-01,LHD Corsicana-Navarro Public Health District (RE),618 N Main,Corsicana,NAVARRO,Moderna,1500
Week 8,2021-02-01,LHD Corpus Christi-Nueces County Public Health District (RE),1702 Horne Road,Corpus Christi,NUECES,Moderna,5000
Week 8,2021-02-01,LHD Amarillo DOH,1000 Martin Rd,Amarillo,POTTER,Moderna,6000
Week 8,2021-02-01,Lhd Nethealth (Re),815 N Broadway Ave,Tyler,SMITH,Moderna,500
Week 8,2021-02-01,Arlington Fire Department,620 W Division St.,Arlington,TARRANT,Moderna,7000
Week 8,2021-02-01,Tarrant Co Ph Imm Outreach,1101 S Main St Ste 1350,Fort Worth,TARRANT,Moderna,9000
Week 8,2021-02-01,Austin Public Health,15 Waller Street,Austin,TRAVIS,Moderna,12000
Week 8,2021-02-01,Victoria County Public Health Department,2805 N Navarro,Victoria,VICTORIA,Moderna,2000
Week 8,2021-02-01,Washington County Ems,1875 Highway 290 W,Brenham,WASHINGTON,Moderna,4000
Week 8,2021-02-01,City Of Laredo Health Department,2600 Cedar Ave,Laredo,WEBB,Moderna,5000
Week 8,2021-02-01,Family Emergency Rooms Cedar Park,3620 E. WHITESTONE BLVD.,Cedar Park,WILLIAMSON,Moderna,8000
Week 8,2021-02-01,Palestine Regional Medical Center,2900 S Loop 256,Palestine,ANDERSON,Moderna,500
Week 8,2021-02-01,Lhd Angelina County And Cities Health District (Re),503 Hill St Ste 100,Lufkin,ANGELINA,Moderna,700
Week 8,2021-02-01,Heb Pharmacy 562,1409 Highway 35 N,Rockport,ARANSAS,Moderna,200
Week 8,2021-02-01,Eagle Pharmacy - Holiday,700 S. College Ave,Holliday,ARCHER,Moderna,200
Week 8,2021-02-01,Claude Family Medical Clinic,201 Parks St,Claude,ARMSTRONG,Moderna,200
Week 8,2021-02-01,DSHS Bellville Clinic,602 E Hacienda St,Bellville,AUSTIN,Moderna,200
Week 8,2021-02-01,Dshs Bandera,702 Buck Creek Rd,Bandera,BANDERA,Moderna,300
Week 8,2021-02-01,Bastrop Family Practice,275 Jackson St,Bastrop,BASTROP,Moderna,100
Week 8,2021-02-01,Communitycare- Ob/Gyn Bastrop,301 Highway 71 W Ste 111,Bastrop,BASTROP,Moderna,200
Week 8,2021-02-01,Seymour Hospital Rural Health Clinic,201 Stadium Dr,Seymour,BAYLOR,Moderna,200
Week 8,2021-02-01,Communicare Health Centers West,1102 Barclay St,San Antonio,BEXAR,Moderna,200
Week 8,2021-02-01,Dshs HSR 8 Hq - San Antonio (Re),7430 Louis Pasteur Dr,San Antonio,BEXAR,Moderna,500
Week 8,2021-02-01,San Antonio State Supported Living Center,6711 SOUTH NEW BRAUNFELS AVE,San Antonio,BEXAR,Moderna,200
Week 8,2021-02-01,North Blanco County Ems,105 Bill Watson Dr,Johnson City,BLANCO,Moderna,300
Week 8,2021-02-01,Christus St Michael Health System,2600 Saint Michael Dr,Texarkana,BOWIE,Moderna,300
Week 8,2021-02-01,Lhd Texarkana-Bowie Co Fam Hlth Cntr (Re),902 W 12th St,Texarkana,BOWIE,Moderna,500
Week 8,2021-02-01,Brazoria County Health Department,434 E Mulberry St,Angleton,BRAZORIA,Moderna,1000
Week 8,2021-02-01,Utmb-Angleton Danbury Campus,132 E Hospital Dr,Angleton,BRAZORIA,Moderna,5000
Week 8,2021-02-01,Stephen F Austin Community Health Center Inc,905 N. Gulf Blvd,Freeport,BRAZORIA,Moderna,2000
Week 8,2021-02-01,Kelsey-Seybold Clinic - Pearland,2515 Business Center Dr,Pearland,BRAZORIA,Moderna,2000
Week 8,2021-02-01,Texas Department of Criminal Justice Hamilton,200 Lee Morrison,Bryan,BRAZOS,Moderna,100
Week 8,2021-02-01,Big Bend Regional Health Center,2600 Highway North 118,Alpine,BREWSTER,Moderna,300
Week 8,2021-02-01,Cogdell Clinic Briscoe County,701 Commerce St,Silverton,BRISCOE,Moderna,200
Week 8,2021-02-01,Community Action Health Center- Brooks,1302 S St Marys St Ste A,Falfurrias,BROOKS,Moderna,100
Week 8,2021-02-01,Accelhealth Brownwood,3804 Highway 377 S,Brownwood,BROWN,Moderna,100
Week 8,2021-02-01,Texas Department of Criminal Justice HAVINS,500 FM 45 East,Brownwood,BROWN,Moderna,100
Week 8,2021-02-01,Texas Department of Criminal Justice HALBERT,800 Ellen Halbert Drive,Burnet,BURNET,Moderna,100
Week 8,2021-02-01,Lockhart Family Practice Center,2060 S Colorado St,Lockhart,CALDWELL,Moderna,100
Week 8,2021-02-01,Texas Department of Criminal Justice Lockhart,1400 Industrial Blvd.,Lockhart,CALDWELL,Moderna,100
Week 8,2021-02-01,Seton Edgar B Davis Hospital,130 Hays St,Luling,CALDWELL,Moderna,500
Week 8,2021-02-01,Resourcecare Clinic Baird,128 W 4th St,Baird,CALLAHAN,Moderna,200
Week 8,2021-02-01,Su Clinica Women's Health Center- Harlingen,1706 Treasure Hills Blvd,Harlingen,CAMERON,Moderna,100
Week 8,2021-02-01,Ut Health Pittsburg Hospital,2701 Us Highway 271 N,Pittsburg,CAMP,Moderna,200
Week 8,2021-02-01,Walmart Pharmacy 226,201 Loop 59,Atlanta,CASS,Moderna,100
Week 8,2021-02-01,Bayside Community Hospital,Po Box 398,Anahuac,CHAMBERS,Moderna,500
Week 8,2021-02-01,Texas Department of Criminal Justice ROACH,15845 FM 164,Childress,CHILDRESS,Moderna,100
Week 8,2021-02-01,Cochran Memorial Hospital,201 E Grant Ave Ste 100,Morton,COCHRAN,Moderna,200
Week 8,2021-02-01,"Preferred Hospital Leasing, Inc Dba Collingsworth General Ho",s1013 15th St,Wellington,COLLINGSWORTH,Moderna,200
Week 8,2021-02-01,DSHS Columbus Clinic,1220 Bowie St,Columbus,COLORADO,Moderna,200
Week 8,2021-02-01,Rice Medical Associates - Eagle Lake,610 S Austin Rd,Eagle Lake,COLORADO,Moderna,100
Week 8,2021-02-01,Centro Med Union Avenue,226 N Union Ave,New Braunfels,COMAL,Moderna,300
Week 8,2021-02-01,Christus Trinity Clinic Hill Country Landa,774 Landa St,New Braunfels,COMAL,Moderna,300
Week 8,2021-02-01,Comal County Public Health Office (Re),1297 Church Hill Drive,New Braunfels,COMAL,Moderna,4000
Week 8,2021-02-01,Resolute Health Hospital,555 Creekside Crossing,New Braunfels,COMAL,Moderna,300
Week 8,2021-02-01,Accelhealth De Leon,1100 West Reynosa Ave,De Leon,COMANCHE,Moderna,100
Week 8,2021-02-01,DSHS Gainesville,1714 Justice Center Blvd,Gainesville,COOKE,Moderna,100
Week 8,2021-02-01,Crosbyton Clinic Hosptital,710 W Main St,Crosbyton,CROSBY,Moderna,200
Week 8,2021-02-01,Cooper Clinic,12200 Preston Rd,Dallas,DALLAS,Moderna,200
Week 8,2021-02-01,Healing Hands Ministries,8515 Greenville Ave Ste N-112,Dallas,DALLAS,Moderna,200
Week 8,2021-02-01,Los Barrios Unidos Community Clinic,4732 W. Illinois Ave.,Dallas,DALLAS,Moderna,200
Week 8,2021-02-01,Malcolm X Clinic,4432 Malcolm X,Dallas,DALLAS,Moderna,100
Week 8,2021-02-01,Parkland Health & Hospital Sys-Ellis Davis,9191 S. Polk St.,Dallas,DALLAS,Moderna,200
Week 8,2021-02-01,Parkland Hospital System-Center for Geriatrics,2231 Butler Street,Dallas,DALLAS,Moderna,200
Week 8,2021-02-01,Walgreens Pharmacy 04624,1461 Robert B Cullum Blvd,Dallas,DALLAS,Moderna,100
Week 8,2021-02-01,Walgreens Pharmacy 04747,3211 S Lancaster Rd,Dallas,DALLAS,Moderna,100
Week 8,2021-02-01,Walgreens Pharmacy 05920,1060 W Camp Wisdom Rd,Dallas,DALLAS,Moderna,100
Week 8,2021-02-01,Walgreens Pharmacy 07783,2301 Lakeland Dr,Dallas,DALLAS,Moderna,100
Week 8,2021-02-01,Walmart Pharmacy 5810,7075 W Wheatland Rd,Dallas,DALLAS,Moderna,100
Week 8,2021-02-01,Wellmed at Redbird Square,3107 Camp Wisdom Rd,Dallas,DALLAS,Moderna,400
Week 8,2021-02-01,Grand Prairie Fire Department,"1525 arkansas ln, 3rd floor",Grand Prairie,DALLAS,Moderna,500
Week 8,2021-02-01,Parkland Health & Hospital Sys-Eastfield,3737 Motley,Mesquite,DALLAS,Moderna,200
Week 8,2021-02-01,ALLIANCE UNITED HOSPICE CARE INC,811 SOUTH CENTRAL EXPRESSWAY,Richardson,DALLAS,Moderna,200
Week 8,2021-02-01,DSHS Hereford,600 N 25 Mile Ave Ste 500,Hereford,DEAF SMITH,Moderna,100
Week 8,2021-02-01,Carevide Cooper,91 W Side Sq,Cooper,DELTA,Moderna,200
Week 8,2021-02-01,Community Pharmacy - Denton - 4400 Teasley Lane,4400 Teasley Lane,Denton,DENTON,Moderna,200
Week 8,2021-02-01,Health Services Of North Texas,4304 Mesa Dr,Denton,DENTON,Moderna,200
Week 8,2021-02-01,Mercy Hospice,2281 Olympia Dr.,Flower Mound,DENTON,Moderna,100
Week 8,2021-02-01,South Tx Rural Health Services - Carrizo Springs,902 S 5th St,Carrizo Springs,DIMMIT,Moderna,200
Week 8,2021-02-01,Community Action Health Center - Duval,115 W Main St,Benavides,DUVAL,Moderna,200
Week 8,2021-02-01,Texas Department of Criminal Justice GLOSSBRENNER,5100 S. FM 1329,San Diego,DUVAL,Moderna,100
Week 8,2021-02-01,Eastland Memorial Hospital,Po Box 897,Eastland,EASTLAND,Moderna,200
Week 8,2021-02-01,Montana Vista Community Partnership,14900 Greg Drive Ste B,El Paso,EL PASO,Moderna,100
Week 8,2021-02-01,Project Vida Nafzger Health Clinic,3612 Pera Ave,El Paso,EL PASO,Moderna,200
Week 8,2021-02-01,Baylor Scott And White Medical Center - Waxahachie,2400 N. I-35e,Waxahachie,ELLIS,Moderna,5000
Week 8,2021-02-01,Convenient Care Family Medicine,2216 West Washington,Stephenville,ERATH,Moderna,400
Week 8,2021-02-01,Carevide Bonham,920 N Center St,Bonham,FANNIN,Moderna,100
Week 8,2021-02-01,Texas Department of Criminal Justice C MOORE,1700 N FM 87,Bonham,FANNIN,Moderna,100
Week 8,2021-02-01,Puckett Family Clinic,1301 E Main St,Honey Grove,FANNIN,Moderna,200
Week 8,2021-02-01,Fisher County Hospital District,774 State Highway 70 N,Rotan,FISHER,Moderna,200
Week 8,2021-02-01,Payne Family Pharmacy,200 S Main St,Floydada,FLOYD,Moderna,100
Week 8,2021-02-01,Cogdell Rural Health Clinic,320 N Main St,Lockney,FLOYD,Moderna,100
Week 8,2021-02-01,Foard County Clinic,200 North 1st Street,Crowell,FOARD,Moderna,200
Week 8,2021-02-01,Fort Bend Family Health Center Access Health,400 Austin St,Richmond,FORT BEND,Moderna,100
Week 8,2021-02-01,St. Hope Foundation Sugar Land,14815 Southwest Fwy,Sugar Land,FORT BEND,Moderna,100
Week 8,2021-02-01,Franklin County Rural Health Clinic,506 Texas Highway 37,Mount Vernon,FRANKLIN,Moderna,300
Week 8,2021-02-01,S Tx Rhs Inc,606 W Leona St,Dilley,FRIO,Moderna,200
Week 8,2021-02-01,Texas Department of Criminal Justice BRISCOE,1459 W Hwy 85,Dilley,FRIO,Moderna,100
Week 8,2021-02-01,South Tx Rural Health Services Inc - Pearsall,150 Medical Dr.,Pearsall,FRIO,Moderna,200
Week 8,2021-02-01,Texas Department of Criminal Justice Young,5509 Attwater Ave.,Dickinson,GALVESTON,Moderna,100
Week 8,2021-02-01,Garza County Health Clinic,1104 N. Avenue S,Post,GARZA,Moderna,300
Week 8,2021-02-01,Dshs Pampa,121 S Gillespie St,Pampa,GRAY,Moderna,100
Week 8,2021-02-01,"Bullard Drug, Inc",1926 W MORTON ST,Denison,GRAYSON,Moderna,100
Week 8,2021-02-01,City Drug Co,232 E JEFFERSON ST,Van Alstyne,GRAYSON,Moderna,100
Week 8,2021-02-01,Longview Wellness Center,705 E MARSHALL AVE,Longview,GREGG,Moderna,100
Week 8,2021-02-01,City of Schertz EMS,1400 Schertz Parkway,Schertz,GUADALUPE,Moderna,1000
Week 8,2021-02-01,Guadalupe Regional Medical Center,1215 E Court,Seguin,GUADALUPE,Moderna,5000
Week 8,2021-02-01,Seguin Family Health Center,1104 Jefferson Ave Seguin,Seguin,GUADALUPE,Moderna,100
Week 8,2021-02-01,Texas Department of Criminal Justice FORMBY,998 CR AA Plainview,Plainview,HALE,Moderna,100
Week 8,2021-02-01,Hardeman County Clinic,404 Mercer St Quanah,Quanah,HARDEMAN,Moderna,200
Week 8,2021-02-01,Lhd Hardin County Health Department (Re),1135 Redwood Kountze,Kountze,HARDIN,Moderna,600
Week 8,2021-02-01,St Hope Foundation Inc,6800 West Loop S Ste 560 Bellaire,Bellaire,HARRIS,Moderna,200
Week 8,2021-02-01,Acres Home Health Center,818 Ringold St Houston,Houston,HARRIS,Moderna,300
Week 8,2021-02-01,Airline Chldrns Clinic Vecino Hlth Ctr,5808 Airline Dr Houston,Houston,HARRIS,Moderna,100
Week 8,2021-02-01,Christus Healthy Living Mobile Clinics,2615 Fannin St Houston,Houston,HARRIS,Moderna,100
Week 8,2021-02-01,Cleveland E Odom,5516 Lockwood Dr Houston,Houston,HARRIS,Moderna,200
Week 8,2021-02-01,Dshs Hsr 6/5s Hq - Houston (Re),5425 Polk St Ste 420 Houston,Houston,HARRIS,Moderna,500
Week 8,2021-02-01,Gulfgate Health Center,7550 Office City Drive Houston,Houston,HARRIS,Moderna,300
Week 8,2021-02-01,HOPE CLINIC,7001 corporate dr Houston,Houston,HARRIS,Moderna,200
Week 8,2021-02-01,Hope Clinic Alief,14438 Bellaire Blvd Houston,Houston,HARRIS,Moderna,200
Week 8,2021-02-01,Houston Area Community Services,2150 W 18th St Ste 300 Houston,Houston,HARRIS,Moderna,100
Week 8,2021-02-01,Ibn Sina Foundation Children's Clinic,11220 S Wilcrest Dr Houston,Houston,HARRIS,Moderna,200
Week 8,2021-02-01,Texas Department of Criminal Justice Kegans,707 Top Street Houston,Houston,HARRIS,Moderna,100
Week 8,2021-02-01,Texas Vaccine Institute,21811 Katy Fwy Ste D102 Katy,Katy,HARRIS,Moderna,500
Week 8,2021-02-01,Envoy Hospice,201 Kingwood Medical Dr. Suite B-500Kingwood,0Kingwood,HARRIS,Moderna,100
Week 8,2021-02-01,Park Manor of Tomball,Park Manor of Tomball Tomball,Tomball,HARRIS,Moderna,200
Week 8,2021-02-01,Ibn Sina Community Clinic,15132 Old Galveston Webster,Webster,HARRIS,Moderna,300
Week 8,2021-02-01,Marshall-Harrison County Health District (Re),805 Lindsey Dr Marshall,Marshall,HARRISON,Moderna,500
Week 8,2021-02-01,The Drug Store,100 S Avenue E Haskell,Haskell,HASKELL,Moderna,200
Week 8,2021-02-01,Austin Regional Clinic-Buda,3420 Fm 967 Ste B100 Buda,Buda,HAYS,Moderna,300
Week 8,2021-02-01,Austin Regional Clinic - Kyle,4100 Everett Dr Ste 400 Kyle,Kyle,HAYS,Moderna,300
Week 8,2021-02-01,Seton Medical Center Hays,6001 Kyle Pkwy Kyle,Kyle,HAYS,Moderna,300
Week 8,2021-02-01,Hemphill County Hospital,1020 S.4th Canadian,Canadian,HEMPHILL,Moderna,300
Week 8,2021-02-01,Brookshire's Pharmacy 011,807 E Tyler St Athens,Athens,HENDERSON,Moderna,100
Week 8,2021-02-01,Brookshires Pharmacy 84,703 HWY 31 E Chandler,Chandler,HENDERSON,Moderna,100
Week 8,2021-02-01,Brookshires Pharmacy 68,210 S Seven Points Dr Kemp,Kemp,HENDERSON,Moderna,100
Week 8,2021-02-01,Brookshires Pharmacy 064,1200 S 3rd St Mabank,Mabank,HENDERSON,Moderna,100
Week 8,2021-02-01,Nuestra Clinica Del Valle - Donna,105 S 10th St Donna,Donna,HIDALGO,Moderna,100
Week 8,2021-02-01,Nuestra Clinica Del Valle - Mercedes,1500 W 1st St Mercedes,Mercedes,HIDALGO,Moderna,100
Week 8,2021-02-01,Nuestra Clinica Del Valle - Mission,611 N Bryan Rd Mission,Mission,HIDALGO,Moderna,100
Week 8,2021-02-01,Hill Regional Hospital,101 Circle Dr Hillsboro,Hillsboro,HILL,Moderna,500
Week 8,2021-02-01,"South Plains Rural Health Services, Inc.",1000 FM 300 Levelland,Levelland,HOCKLEY,Moderna,200
Week 8,2021-02-01,Granbury Hood County EMS Inc,2200 Commercial Ln Granbury,Granbury,HOOD,Moderna,1500
